"","ID","Condition","Game","Partner","Index","ValueA","ValueB","Double","Fingerratio"
"113",32161,"SH","S","H",13,5,5,TRUE,1.19602005882992
"114",32161,"SH","S","H",14,4,6,FALSE,1.19602005882992
"115",32161,"SH","S","H",15,5,3,FALSE,1.19602005882992
"116",32161,"SH","S","H",16,6,5,FALSE,1.19602005882992
"117",32161,"SH","S","H",17,2,2,TRUE,1.19602005882992
"118",32161,"SH","S","H",18,4,5,FALSE,1.19602005882992
"119",32161,"SH","S","H",19,6,6,TRUE,1.19602005882992
"120",32161,"SH","S","H",20,6,1,FALSE,1.19602005882992
"121",55218,"SH","S","H",1,2,3,FALSE,1.19602005882992
"122",55218,"SH","S","H",2,3,3,TRUE,1.19602005882992
"123",55218,"SH","S","H",3,2,6,FALSE,1.19602005882992
"124",55218,"SH","S","H",4,3,3,TRUE,1.19602005882992
"125",55218,"SH","S","H",5,1,2,FALSE,1.19602005882992
"126",55218,"SH","S","H",6,5,2,FALSE,1.19602005882992
"127",55218,"SH","S","H",7,1,1,TRUE,1.19602005882992
"128",55218,"SH","S","H",8,5,5,TRUE,1.19602005882992
"129",55218,"SH","S","H",9,3,4,FALSE,1.19602005882992
"130",55218,"SH","S","H",10,4,4,TRUE,1.19602005882992
"131",55218,"SH","S","H",11,1,5,FALSE,1.19602005882992
"132",55218,"SH","S","H",12,5,5,TRUE,1.19602005882992
"133",55218,"SH","S","H",13,5,1,FALSE,1.19602005882992
"134",55218,"SH","S","H",14,3,6,FALSE,1.19602005882992
"135",55218,"SH","S","H",15,6,3,FALSE,1.19602005882992
"136",55218,"SH","S","H",16,2,5,FALSE,1.19602005882992
"137",55218,"SH","S","H",17,5,5,TRUE,1.19602005882992
"138",55218,"SH","S","H",18,5,5,TRUE,1.19602005882992
"139",55218,"SH","S","H",19,5,5,TRUE,1.19602005882992
"140",55218,"SH","S","H",20,6,6,TRUE,1.19602005882992
"141",82408,"SH","S","H",1,1,2,FALSE,1.19602005882992
"142",82408,"SH","S","H",2,5,1,FALSE,1.19602005882992
"143",82408,"SH","S","H",3,1,3,FALSE,1.19602005882992
"144",82408,"SH","S","H",4,5,5,TRUE,1.19602005882992
"145",82408,"SH","S","H",5,3,1,FALSE,1.19602005882992
"146",82408,"SH","S","H",6,5,4,FALSE,1.19602005882992
"147",82408,"SH","S","H",7,2,2,TRUE,1.19602005882992
"148",82408,"SH","S","H",8,1,4,FALSE,1.19602005882992
"149",82408,"SH","S","H",9,5,5,TRUE,1.19602005882992
"150",82408,"SH","S","H",10,3,6,FALSE,1.19602005882992
"151",82408,"SH","S","H",11,1,1,TRUE,1.19602005882992
"152",82408,"SH","S","H",12,3,3,TRUE,1.19602005882992
"153",82408,"SH","S","H",13,4,4,TRUE,1.19602005882992
"154",82408,"SH","S","H",14,4,4,TRUE,1.19602005882992
"155",82408,"SH","S","H",15,2,6,FALSE,1.19602005882992
"156",82408,"SH","S","H",16,1,1,TRUE,1.19602005882992
"157",82408,"SH","S","H",17,1,1,TRUE,1.19602005882992
"158",82408,"SH","S","H",18,6,4,FALSE,1.19602005882992
"159",82408,"SH","S","H",19,2,2,TRUE,1.19602005882992
"160",82408,"SH","S","H",20,6,4,FALSE,1.19602005882992
"161",15062,"SH","S","H",1,4,4,TRUE,1.19602005882992
"162",15062,"SH","S","H",2,1,1,TRUE,1.19602005882992
"163",15062,"SH","S","H",3,5,5,TRUE,1.19602005882992
"164",15062,"SH","S","H",4,1,1,TRUE,1.19602005882992
"165",15062,"SH","S","H",5,5,2,FALSE,1.19602005882992
"166",15062,"SH","S","H",6,2,3,FALSE,1.19602005882992
"167",15062,"SH","S","H",7,4,4,TRUE,1.19602005882992
"168",15062,"SH","S","H",8,2,1,FALSE,1.19602005882992
"169",15062,"SH","S","H",9,1,3,FALSE,1.19602005882992
"170",15062,"SH","S","H",10,4,4,TRUE,1.19602005882992
"171",15062,"SH","S","H",11,2,2,TRUE,1.19602005882992
"172",15062,"SH","S","H",12,5,5,TRUE,1.19602005882992
"173",15062,"SH","S","H",13,5,2,FALSE,1.19602005882992
"174",15062,"SH","S","H",14,1,1,TRUE,1.19602005882992
"175",15062,"SH","S","H",15,1,5,FALSE,1.19602005882992
"176",15062,"SH","S","H",16,3,2,FALSE,1.19602005882992
"177",15062,"SH","S","H",17,4,4,TRUE,1.19602005882992
"178",15062,"SH","S","H",18,5,1,FALSE,1.19602005882992
"179",15062,"SH","S","H",19,2,6,FALSE,1.19602005882992
"180",15062,"SH","S","H",20,3,2,FALSE,1.19602005882992
"181",98603,"SH","S","H",1,5,5,TRUE,1.19602005882992
"182",98603,"SH","S","H",2,4,4,TRUE,1.19602005882992
"183",98603,"SH","S","H",3,2,2,TRUE,1.19602005882992
"184",98603,"SH","S","H",4,5,5,TRUE,1.19602005882992
"185",98603,"SH","S","H",5,3,3,TRUE,1.19602005882992
"186",98603,"SH","S","H",6,4,6,FALSE,1.19602005882992
"187",98603,"SH","S","H",7,4,4,TRUE,1.19602005882992
"188",98603,"SH","S","H",8,3,1,FALSE,1.19602005882992
"189",98603,"SH","S","H",9,5,3,FALSE,1.19602005882992
"190",98603,"SH","S","H",10,4,4,TRUE,1.19602005882992
"191",98603,"SH","S","H",11,2,1,FALSE,1.19602005882992
"192",98603,"SH","S","H",12,6,6,TRUE,1.19602005882992
"193",98603,"SH","S","H",13,6,1,FALSE,1.19602005882992
"194",98603,"SH","S","H",14,1,1,TRUE,1.19602005882992
"195",98603,"SH","S","H",15,5,5,TRUE,1.19602005882992
"196",98603,"SH","S","H",16,2,3,FALSE,1.19602005882992
"197",98603,"SH","S","H",17,2,4,FALSE,1.19602005882992
"198",98603,"SH","S","H",18,4,2,FALSE,1.19602005882992
"199",98603,"SH","S","H",19,1,1,TRUE,1.19602005882992
"200",98603,"SH","S","H",20,2,2,TRUE,1.19602005882992
"201",46112,"SH","S","H",1,6,5,FALSE,1.19602005882992
"202",46112,"SH","S","H",2,2,2,TRUE,1.19602005882992
"203",46112,"SH","S","H",3,3,1,FALSE,1.19602005882992
"204",46112,"SH","S","H",4,3,5,FALSE,1.19602005882992
"205",46112,"SH","S","H",5,1,4,FALSE,1.19602005882992
"206",46112,"SH","S","H",6,6,6,TRUE,1.19602005882992
"207",46112,"SH","S","H",7,3,5,FALSE,1.19602005882992
"208",46112,"SH","S","H",8,6,6,TRUE,1.19602005882992
"209",46112,"SH","S","H",9,2,3,FALSE,1.19602005882992
"210",46112,"SH","S","H",10,5,5,TRUE,1.19602005882992
"211",46112,"SH","S","H",11,6,1,FALSE,1.19602005882992
"212",46112,"SH","S","H",12,4,2,FALSE,1.19602005882992
"213",46112,"SH","S","H",13,4,5,FALSE,1.19602005882992
"214",46112,"SH","S","H",14,3,3,TRUE,1.19602005882992
"215",46112,"SH","S","H",15,1,1,TRUE,1.19602005882992
"216",46112,"SH","S","H",16,2,5,FALSE,1.19602005882992
"217",46112,"SH","S","H",17,2,2,TRUE,1.19602005882992
"218",46112,"SH","S","H",18,4,4,TRUE,1.19602005882992
"219",46112,"SH","S","H",19,3,6,FALSE,1.19602005882992
"220",46112,"SH","S","H",20,2,6,FALSE,1.19602005882992
"221",11269,"SH","S","H",1,6,6,TRUE,1.19602005882992
"222",11269,"SH","S","H",2,3,6,FALSE,1.19602005882992
"223",11269,"SH","S","H",3,4,1,FALSE,1.19602005882992
"224",11269,"SH","S","H",4,2,4,FALSE,1.19602005882992
"225",11269,"SH","S","H",5,2,4,FALSE,1.19602005882992
"226",11269,"SH","S","H",6,5,5,TRUE,1.19602005882992
"227",11269,"SH","S","H",7,3,6,FALSE,1.19602005882992
"228",11269,"SH","S","H",8,6,3,FALSE,1.19602005882992
"229",11269,"SH","S","H",9,4,1,FALSE,1.19602005882992
"230",11269,"SH","S","H",10,6,6,TRUE,1.19602005882992
"231",11269,"SH","S","H",11,2,6,FALSE,1.19602005882992
"232",11269,"SH","S","H",12,5,4,FALSE,1.19602005882992
"233",11269,"SH","S","H",13,4,4,TRUE,1.19602005882992
"234",11269,"SH","S","H",14,3,4,FALSE,1.19602005882992
"235",11269,"SH","S","H",15,6,6,TRUE,1.19602005882992
"236",11269,"SH","S","H",16,2,3,FALSE,1.19602005882992
"237",11269,"SH","S","H",17,6,6,TRUE,1.19602005882992
"238",11269,"SH","S","H",18,2,2,TRUE,1.19602005882992
"239",11269,"SH","S","H",19,4,5,FALSE,1.19602005882992
"240",11269,"SH","S","H",20,5,6,FALSE,1.19602005882992
"241",78457,"SH","S","H",1,3,3,TRUE,1.19602005882992
"242",78457,"SH","S","H",2,6,6,TRUE,1.19602005882992
"243",78457,"SH","S","H",3,1,3,FALSE,1.19602005882992
"244",78457,"SH","S","H",4,6,2,FALSE,1.19602005882992
"245",78457,"SH","S","H",5,5,4,FALSE,1.19602005882992
"246",78457,"SH","S","H",6,1,1,TRUE,1.19602005882992
"247",78457,"SH","S","H",7,2,6,FALSE,1.19602005882992
"248",78457,"SH","S","H",8,6,6,TRUE,1.19602005882992
"249",78457,"SH","S","H",9,2,2,TRUE,1.19602005882992
"250",78457,"SH","S","H",10,1,3,FALSE,1.19602005882992
"251",78457,"SH","S","H",11,5,1,FALSE,1.19602005882992
"252",78457,"SH","S","H",12,1,5,FALSE,1.19602005882992
"253",78457,"SH","S","H",13,6,6,TRUE,1.19602005882992
"254",78457,"SH","S","H",14,5,6,FALSE,1.19602005882992
"255",78457,"SH","S","H",15,4,5,FALSE,1.19602005882992
"256",78457,"SH","S","H",16,6,6,TRUE,1.19602005882992
"257",78457,"SH","S","H",17,6,6,TRUE,1.19602005882992
"258",78457,"SH","S","H",18,5,4,FALSE,1.19602005882992
"259",78457,"SH","S","H",19,1,1,TRUE,1.19602005882992
"260",78457,"SH","S","H",20,1,1,TRUE,1.19602005882992
"261",66933,"SH","S","H",1,1,2,FALSE,1.19602005882992
"262",66933,"SH","S","H",2,1,3,FALSE,1.19602005882992
"263",66933,"SH","S","H",3,5,2,FALSE,1.19602005882992
"264",66933,"SH","S","H",4,3,6,FALSE,1.19602005882992
"265",66933,"SH","S","H",5,3,1,FALSE,1.19602005882992
"266",66933,"SH","S","H",6,2,4,FALSE,1.19602005882992
"267",66933,"SH","S","H",7,1,2,FALSE,1.19602005882992
"268",66933,"SH","S","H",8,1,1,TRUE,1.19602005882992
"269",66933,"SH","S","H",9,6,6,TRUE,1.19602005882992
"270",66933,"SH","S","H",10,3,3,TRUE,1.19602005882992
"271",66933,"SH","S","H",11,4,5,FALSE,1.19602005882992
"272",66933,"SH","S","H",12,3,2,FALSE,1.19602005882992
"273",66933,"SH","S","H",13,2,2,TRUE,1.19602005882992
"274",66933,"SH","S","H",14,5,5,TRUE,1.19602005882992
"275",66933,"SH","S","H",15,1,2,FALSE,1.19602005882992
"276",66933,"SH","S","H",16,2,6,FALSE,1.19602005882992
"277",66933,"SH","S","H",17,5,5,TRUE,1.19602005882992
"278",66933,"SH","S","H",18,4,4,TRUE,1.19602005882992
"279",66933,"SH","S","H",19,3,3,TRUE,1.19602005882992
"280",66933,"SH","S","H",20,3,3,TRUE,1.19602005882992
"281",76852,"SH","S","H",1,1,1,TRUE,1.19602005882992
"282",76852,"SH","S","H",2,1,6,FALSE,1.19602005882992
"283",76852,"SH","S","H",3,1,3,FALSE,1.19602005882992
"284",76852,"SH","S","H",4,3,3,TRUE,1.19602005882992
"285",76852,"SH","S","H",5,6,3,FALSE,1.19602005882992
"286",76852,"SH","S","H",6,1,1,TRUE,1.19602005882992
"287",76852,"SH","S","H",7,6,6,TRUE,1.19602005882992
"288",76852,"SH","S","H",8,6,3,FALSE,1.19602005882992
"289",76852,"SH","S","H",9,2,2,TRUE,1.19602005882992
"290",76852,"SH","S","H",10,3,1,FALSE,1.19602005882992
"291",76852,"SH","S","H",11,1,5,FALSE,1.19602005882992
"292",76852,"SH","S","H",12,1,6,FALSE,1.19602005882992
"293",76852,"SH","S","H",13,3,3,TRUE,1.19602005882992
"294",76852,"SH","S","H",14,4,2,FALSE,1.19602005882992
"295",76852,"SH","S","H",15,2,2,TRUE,1.19602005882992
"296",76852,"SH","S","H",16,4,2,FALSE,1.19602005882992
"297",76852,"SH","S","H",17,2,2,TRUE,1.19602005882992
"298",76852,"SH","S","H",18,1,1,TRUE,1.19602005882992
"299",76852,"SH","S","H",19,6,2,FALSE,1.19602005882992
"300",76852,"SH","S","H",20,4,6,FALSE,1.19602005882992
"301",49325,"SH","S","H",1,3,3,TRUE,1.19602005882992
"302",49325,"SH","S","H",2,1,5,FALSE,1.19602005882992
"303",49325,"SH","S","H",3,1,2,FALSE,1.19602005882992
"304",49325,"SH","S","H",4,5,5,TRUE,1.19602005882992
"305",49325,"SH","S","H",5,4,2,FALSE,1.19602005882992
"306",49325,"SH","S","H",6,2,1,FALSE,1.19602005882992
"307",49325,"SH","S","H",7,4,3,FALSE,1.19602005882992
"308",49325,"SH","S","H",8,1,2,FALSE,1.19602005882992
"309",49325,"SH","S","H",9,2,2,TRUE,1.19602005882992
"310",49325,"SH","S","H",10,3,3,TRUE,1.19602005882992
"311",49325,"SH","S","H",11,6,5,FALSE,1.19602005882992
"312",49325,"SH","S","H",12,1,1,TRUE,1.19602005882992
"313",49325,"SH","S","H",13,4,4,TRUE,1.19602005882992
"314",49325,"SH","S","H",14,6,4,FALSE,1.19602005882992
"315",49325,"SH","S","H",15,4,3,FALSE,1.19602005882992
"316",49325,"SH","S","H",16,2,2,TRUE,1.19602005882992
"317",49325,"SH","S","H",17,6,1,FALSE,1.19602005882992
"318",49325,"SH","S","H",18,4,5,FALSE,1.19602005882992
"319",49325,"SH","S","H",19,3,3,TRUE,1.19602005882992
"320",49325,"SH","S","H",20,4,2,FALSE,1.19602005882992
"321",62510,"SH","S","H",1,1,2,FALSE,1.19602005882992
"322",62510,"SH","S","H",2,1,1,TRUE,1.19602005882992
"323",62510,"SH","S","H",3,2,4,FALSE,1.19602005882992
"324",62510,"SH","S","H",4,6,6,TRUE,1.19602005882992
"325",62510,"SH","S","H",5,2,2,TRUE,1.19602005882992
"326",62510,"SH","S","H",6,3,3,TRUE,1.19602005882992
"327",62510,"SH","S","H",7,5,5,TRUE,1.19602005882992
"328",62510,"SH","S","H",8,5,5,TRUE,1.19602005882992
"329",62510,"SH","S","H",9,4,4,TRUE,1.19602005882992
"330",62510,"SH","S","H",10,1,1,TRUE,1.19602005882992
"331",62510,"SH","S","H",11,1,2,FALSE,1.19602005882992
"332",62510,"SH","S","H",12,4,5,FALSE,1.19602005882992
"333",62510,"SH","S","H",13,2,2,TRUE,1.19602005882992
"334",62510,"SH","S","H",14,1,6,FALSE,1.19602005882992
"335",62510,"SH","S","H",15,2,5,FALSE,1.19602005882992
"336",62510,"SH","S","H",16,2,5,FALSE,1.19602005882992
"337",62510,"SH","S","H",17,3,3,TRUE,1.19602005882992
"338",62510,"SH","S","H",18,3,3,TRUE,1.19602005882992
"339",62510,"SH","S","H",19,3,3,TRUE,1.19602005882992
"340",62510,"SH","S","H",20,3,2,FALSE,1.19602005882992
"341",13076,"SH","S","H",1,3,3,TRUE,1.19602005882992
"342",13076,"SH","S","H",2,3,3,TRUE,1.19602005882992
"343",13076,"SH","S","H",3,2,1,FALSE,1.19602005882992
"344",13076,"SH","S","H",4,6,4,FALSE,1.19602005882992
"345",13076,"SH","S","H",5,5,1,FALSE,1.19602005882992
"346",13076,"SH","S","H",6,4,5,FALSE,1.19602005882992
"347",13076,"SH","S","H",7,6,6,TRUE,1.19602005882992
"348",13076,"SH","S","H",8,6,6,TRUE,1.19602005882992
"349",13076,"SH","S","H",9,2,3,FALSE,1.19602005882992
"350",13076,"SH","S","H",10,3,2,FALSE,1.19602005882992
"351",13076,"SH","S","H",11,1,4,FALSE,1.19602005882992
"352",13076,"SH","S","H",12,3,4,FALSE,1.19602005882992
"353",13076,"SH","S","H",13,2,4,FALSE,1.19602005882992
"354",13076,"SH","S","H",14,5,5,TRUE,1.19602005882992
"355",13076,"SH","S","H",15,2,4,FALSE,1.19602005882992
"356",13076,"SH","S","H",16,6,6,TRUE,1.19602005882992
"357",13076,"SH","S","H",17,3,4,FALSE,1.19602005882992
"358",13076,"SH","S","H",18,4,4,TRUE,1.19602005882992
"359",13076,"SH","S","H",19,1,1,TRUE,1.19602005882992
"360",13076,"SH","S","H",20,5,6,FALSE,1.19602005882992
"361",42232,"SH","S","H",1,4,2,FALSE,1.19602005882992
"362",42232,"SH","S","H",2,3,2,FALSE,1.19602005882992
"363",42232,"SH","S","H",3,4,4,TRUE,1.19602005882992
"364",42232,"SH","S","H",4,4,5,FALSE,1.19602005882992
"365",42232,"SH","S","H",5,5,6,FALSE,1.19602005882992
"366",42232,"SH","S","H",6,6,6,TRUE,1.19602005882992
"367",42232,"SH","S","H",7,3,3,TRUE,1.19602005882992
"368",42232,"SH","S","H",8,3,3,TRUE,1.19602005882992
"369",42232,"SH","S","H",9,5,6,FALSE,1.19602005882992
"370",42232,"SH","S","H",10,4,5,FALSE,1.19602005882992
"371",42232,"SH","S","H",11,1,5,FALSE,1.19602005882992
"372",42232,"SH","S","H",12,6,6,TRUE,1.19602005882992
"373",42232,"SH","S","H",13,3,6,FALSE,1.19602005882992
"374",42232,"SH","S","H",14,3,1,FALSE,1.19602005882992
"375",42232,"SH","S","H",15,1,5,FALSE,1.19602005882992
"376",42232,"SH","S","H",16,6,5,FALSE,1.19602005882992
"377",42232,"SH","S","H",17,5,5,TRUE,1.19602005882992
"378",42232,"SH","S","H",18,5,2,FALSE,1.19602005882992
"379",42232,"SH","S","H",19,3,5,FALSE,1.19602005882992
"380",42232,"SH","S","H",20,5,5,TRUE,1.19602005882992
"381",97426,"SH","S","H",1,4,5,FALSE,1.19602005882992
"382",97426,"SH","S","H",2,5,2,FALSE,1.19602005882992
"383",97426,"SH","S","H",3,6,1,FALSE,1.19602005882992
"384",97426,"SH","S","H",4,1,1,TRUE,1.19602005882992
"385",97426,"SH","S","H",5,3,6,FALSE,1.19602005882992
"386",97426,"SH","S","H",6,6,3,FALSE,1.19602005882992
"387",97426,"SH","S","H",7,3,3,TRUE,1.19602005882992
"388",97426,"SH","S","H",8,2,3,FALSE,1.19602005882992
"389",97426,"SH","S","H",9,3,3,TRUE,1.19602005882992
"390",97426,"SH","S","H",10,3,2,FALSE,1.19602005882992
"391",97426,"SH","S","H",11,4,4,TRUE,1.19602005882992
"392",97426,"SH","S","H",12,5,5,TRUE,1.19602005882992
"393",97426,"SH","S","H",13,6,3,FALSE,1.19602005882992
"394",97426,"SH","S","H",14,1,1,TRUE,1.19602005882992
"395",97426,"SH","S","H",15,6,6,TRUE,1.19602005882992
"396",97426,"SH","S","H",16,4,4,TRUE,1.19602005882992
"397",97426,"SH","S","H",17,3,3,TRUE,1.19602005882992
"398",97426,"SH","S","H",18,3,4,FALSE,1.19602005882992
"399",97426,"SH","S","H",19,3,1,FALSE,1.19602005882992
"400",97426,"SH","S","H",20,5,4,FALSE,1.19602005882992
"401",43917,"SH","S","H",1,3,1,FALSE,1.19602005882992
"402",43917,"SH","S","H",2,3,3,TRUE,1.19602005882992
"403",43917,"SH","S","H",3,6,3,FALSE,1.19602005882992
"404",43917,"SH","S","H",4,5,1,FALSE,1.19602005882992
"405",43917,"SH","S","H",5,6,6,TRUE,1.19602005882992
"406",43917,"SH","S","H",6,3,3,TRUE,1.19602005882992
"407",43917,"SH","S","H",7,1,1,TRUE,1.19602005882992
"408",43917,"SH","S","H",8,2,2,TRUE,1.19602005882992
"409",43917,"SH","S","H",9,2,1,FALSE,1.19602005882992
"410",43917,"SH","S","H",10,6,6,TRUE,1.19602005882992
"411",43917,"SH","S","H",11,6,6,TRUE,1.19602005882992
"412",43917,"SH","S","H",12,2,4,FALSE,1.19602005882992
"413",43917,"SH","S","H",13,6,5,FALSE,1.19602005882992
"414",43917,"SH","S","H",14,5,5,TRUE,1.19602005882992
"415",43917,"SH","S","H",15,4,3,FALSE,1.19602005882992
"416",43917,"SH","S","H",16,5,5,TRUE,1.19602005882992
"417",43917,"SH","S","H",17,3,3,TRUE,1.19602005882992
"418",43917,"SH","S","H",18,5,2,FALSE,1.19602005882992
"419",43917,"SH","S","H",19,1,2,FALSE,1.19602005882992
"420",43917,"SH","S","H",20,4,4,TRUE,1.19602005882992
"421",73601,"SH","S","H",1,3,3,TRUE,1.19602005882992
